TinhTrangBDS,DienTich,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Quan,USD
Đã bàn giao,67.0,2, B,9.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông Nam, Đông Nam, Căn góc, Quận Tân Phú,94800.0
Đã bàn giao,117.7,2, Lô A,1.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông,,, Quận 5,318000.0
Đã bàn giao,69.0,2,,3.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Quận Tân Bình,155200.0
Đã bàn giao,85.0,3,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Phú Nhuận,206000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Đông,, Quận 9,72000.0
Đã bàn giao,65.0,2,,,1, Chung cư,,,,, Đông,, Quận 8,72000.0
Đã bàn giao,97.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc, Quận 6,142000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,107.0,3,,6.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 3,200000.0
Đã bàn giao,35.0,1,2,4.0,1," Căn hộ dịch vụ, mini", Đã có sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc, Căn góc, Huyện Hóc Môn,11600.0
Đã bàn giao,60.0,2, C,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 2,66640.0
Đã bàn giao,65.0,2,,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông Bắc,,, Quận 4,164000.0
Đã bàn giao,43.0,1, Lô D,,1, Chung cư, Đã có sổ,2, Hoàn thiện cơ bản, Đông,,, Quận 11,144000.0
Đã bàn giao,51.0,2,,,2, Chung cư, Giấy tờ khác,, Nội thất đầy đủ,,,, Quận 12,52000.0
Đã bàn giao,24.0,4,,,3," Tập thể, cư xá", Đã có sổ,,,,,, Quận 12,84000.0
Đã bàn giao,50.0,1,,,1, Chung cư,,,,,,, Quận Thủ Đức,60000.0
Chưa bàn giao,49.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 12,76000.0
Đã bàn giao,59.0,2,,,1," Căn hộ dịch vụ, mini",,,,,,, Quận 9,90800.0
Đã bàn giao,65.0,2, A,15.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 2,119200.0
Đã bàn giao,35.0,1, a,3.0,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây, Đông,, Quận Tân Bình,96000.0
Đã bàn giao,96.0,3, Zone 2,16.0,2, Chung cư, Đang chờ sổ,16.23, Hoàn thiện cơ bản, Tây Bắc, Đông Nam, Căn góc, Quận 8,142000.0
Chưa bàn giao,77.0,2,4,30.0,2, Chung cư, Đã có sổ,,,,,, Quận 2,154000.0
Đã bàn giao,60.0,2, b,11.0,2, Chung cư, Đang chờ sổ, xx, Nội thất đầy đủ, Tây,,, Quận 8,84000.0
Chưa bàn giao,24.0,2,,,2," Căn hộ dịch vụ, mini", Đã có sổ,, Nội thất cao cấp,,,, Quận Gò Vấp,118000.0
Chưa bàn giao,40.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận Bình Tân,20400.0
Đã bàn giao,69.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 2,124000.0
Đã bàn giao,61.0,2,,,2, Chung cư,,,,,,, Quận 8,88000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông, Tây,, Quận Bình Tân,64000.0
Đã bàn giao,61.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Huyện Nhà Bè,43600.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Đã bàn giao,97.6,3, D,6.0,2, Chung cư, Đã có sổ, D6.1, Nội thất cao cấp,,,, Quận 7,196000.0
Đã bàn giao,70.0,1, A,7.0,1, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Tân Bình,160000.0
Đã bàn giao,114.0,3, AP1,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc, Căn góc, Quận 4,288000.0
Chưa bàn giao,67.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Huyện Nhà Bè,12000.0
Đã bàn giao,147.0,3,,,2, Chung cư, Đã có sổ,,, Tây, Đông, Căn góc, Quận 7,250000.0
Đã bàn giao,60.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Bình Tân,88000.0
Đã bàn giao,74.0,2, B5,6.0,2, Chung cư, Đang chờ sổ, B5.06, Nội thất cao cấp,,,, Huyện Nhà Bè,94000.0
Đã bàn giao,80.0,3,,,2, Chung cư,,,,,,, Quận Tân Bình,100000.0
Đã bàn giao,60.3,2,,,2, Chung cư,,,,,,, Quận 2,69600.0
Đã bàn giao,67.0,2, A1,14.0,2, Chung cư, Đang chờ sổ,13.12,, Đông, Đông,, Quận Thủ Đức,67200.0
Đã bàn giao,85.0,2, A3,7.0,3, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây, Đông,, Quận 7,73200.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận 2,66000.0
Đã bàn giao,80.0,2, T1 29 08,29.0,2, Chung cư, Đang chờ sổ,8, Nội thất đầy đủ, Đông, Tây,, Quận 2,158400.0
Đã bàn giao,48.0,2, P,6.0,2, Chung cư, Đang chờ sổ, P6, Nội thất cao cấp, Nam, Bắc, Căn góc, Quận Thủ Đức,66000.0
Chưa bàn giao,56.0,2,,,1, Chung cư, Giấy tờ khác,,,,,, Quận Thủ Đức,18000.0
Đã bàn giao,56.0,2, B,10.0,1, Chung cư, Đang chờ sổ,21,, Tây, Đông, Căn góc, Quận 8,76000.0
Đã bàn giao,57.0,2,,,2, Chung cư,,,, Tây, Đông,, Quận Tân Phú,79600.0
Đã bàn giao,90.0,3,,11.0,2," Căn hộ dịch vụ, mini", Đang chờ sổ,11.03, Hoàn thiện cơ bản, Đông, Tây, Căn góc, Quận Phú Nhuận,254000.0
Chưa bàn giao,61.0,2, Hawaii,6.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận 2,159200.0
Đã bàn giao,60.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 2,66640.0
Đã bàn giao,70.0,2, phoenix,21.0,2, Chung cư, Đang chờ sổ, phoenix 21, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận 8,91600.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Đã bàn giao,70.12,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Nam, Bắc,, Quận 7,114000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Đông,, Quận 9,72000.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,100800.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,106.0,2,,,2, Chung cư,,,,,,, Quận 7,156000.0
Đã bàn giao,80.0,2, Block B,1.0,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam, Căn góc, Quận Thủ Đức,54000.0
Chưa bàn giao,50.0,1, b,14.0,1, Chung cư, Đang chờ sổ,3, Bàn giao thô, Bắc,,, Quận 6,92000.0
Đã bàn giao,30.0,1, S1,31.0,1, Chung cư, Đang chờ sổ, 31.xx, Hoàn thiện cơ bản, Đông Bắc, Đông Bắc, Căn góc, Quận 9,49200.0
Đã bàn giao,95.0,3, pa,16.0,2, Chung cư, Đang chờ sổ, pa16, Hoàn thiện cơ bản, Tây Bắc, Đông Nam, Căn góc, Quận 8,139200.0
Chưa bàn giao,71.72,2,,,0, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 2,200000.0
Đã bàn giao,106.0,2,,,2, Chung cư,,,,,,, Quận 7,160000.0
Đã bàn giao,61.0,2,,,2, Chung cư,,,,,,, Quận 9,18000.0
Chưa bàn giao,200.0,2, C,,2, Penthouse, Đã có sổ,, Hoàn thiện cơ bản, Tây, Tây, Căn góc, Quận Tân Phú,160000.0
Đã bàn giao,95.0,3,,,2, Chung cư,,,, Nam, Bắc,, Quận 7,120000.0
Đã bàn giao,40.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận Bình Tân,32000.0
Đã bàn giao,88.0,3,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Bắc,, Quận 7,120000.0
Chưa bàn giao,53.0,2,,,0, Chung cư,,,,,,, Quận 6,88800.0
Đã bàn giao,49.0,1,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Nam, Đông Bắc,, Quận 4,122000.0
Chưa bàn giao,91.0,3,,,2, Chung cư,,,,,,, Quận 9,26000.0
Chưa bàn giao,53.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,64000.0
Chưa bàn giao,98.0,2,,,4, Chung cư, Đã có sổ,,,,,, Quận 12,146000.0
Đã bàn giao,68.0,2,,,2, Chung cư,,,,,,, Quận 9,90800.0
Chưa bàn giao,36.0,1,,,1, Chung cư,,,,,,, Quận Bình Tân,39600.0
Đã bàn giao,70.0,2, B,11.0,2, Chung cư, Đang chờ sổ, B11, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận 8,83600.0
Đã bàn giao,83.6,3, e,3.0,2, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,, Quận Tân Phú,152000.0
Đã bàn giao,89.0,3,,,2, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc, Quận 10,228000.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,,,,, Quận 2,146000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,61.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Huyện Nhà Bè,43600.0
Đã bàn giao,29.0,1,,,0, Chung cư,,,,,,, Quận 9,51200.0
Đã bàn giao,85.0,3,,,2, Chung cư,,, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Phú Nhuận,208000.0
Đã bàn giao,94.0,3, A,24.0,2, Chung cư, Đang chờ sổ, A24, Hoàn thiện cơ bản, Tây Bắc, Đông Nam, Căn góc, Quận 8,95600.0
Đã bàn giao,121.0,3,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông, Đông Nam, Căn góc, Quận Bình Thạnh,200000.0
Chưa bàn giao,40.0,1,,,1," Căn hộ dịch vụ, mini", Giấy tờ khác,, Nội thất đầy đủ,,, Căn góc, Quận Bình Tân,20000.0
Đã bàn giao,50.54,1,,,1, Chung cư,,, Hoàn thiện cơ bản, Đông, Tây,, Quận 8,58000.0
Chưa bàn giao,34.0,1,,3.0,1, Duplex, Giấy tờ khác,, Nội thất cao cấp,,,, Quận Bình Tân,35400.0
Chưa bàn giao,115.0,3,,,2, Penthouse,,,,,,, Quận 4,336000.0
Đã bàn giao,65.0,2, c,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây, Đông,, Quận 12,70000.0
Đã bàn giao,112.0,3, A2,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 1,480000.0
Đã bàn giao,94.0,3,,,2, Chung cư,,,,,,, Quận Tân Phú,132000.0
Chưa bàn giao,69.2,2, Tòa S703,,2, Chung cư,,5,, Tây Bắc, Đông Nam, Căn góc, Quận 9,130002.4
Đã bàn giao,67.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,102000.0
Đã bàn giao,56.0,2,,,1, Chung cư,,,,,,, Quận Bình Tân,72400.0
Đã bàn giao,70.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận Gò Vấp,72000.0
Đã bàn giao,70.0,2,,25.0,2, Chung cư, Đang chờ sổ,,,,,, Huyện Nhà Bè,110000.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận Tân Bình,114000.0
Đã bàn giao,60.0,2,,,2, Officetel, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam, Đông Nam,, Huyện Hóc Môn,112000.0
Đã bàn giao,57.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận Thủ Đức,67400.0
Đã bàn giao,62.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,56000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,97.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc, Quận 6,142000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,65.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận Bình Thạnh,98000.0
Chưa bàn giao,40.0,1,,,1, Duplex,,,,,,, Quận Bình Tân,32800.0
Đã bàn giao,63.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,56000.0
Đã bàn giao,83.0,2,,,2, Chung cư,,,,,,, Quận 6,119200.0
Đã bàn giao,64.5,2, 01 tháp,8.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Bắc, Nam,, Quận 6,84000.0
Đã bàn giao,72.0,2,,,2, Chung cư,,,,,,, Quận 10,222000.0
Đã bàn giao,70.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận Gò Vấp,78800.0
Đã bàn giao,74.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông, Nam, Căn góc, Quận 7,108000.0
Chưa bàn giao,40.0,1,,,1, Chung cư,,, Nội thất đầy đủ,,,, Quận Bình Tân,39600.0
Đã bàn giao,80.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Nam,, Căn góc, Quận Tân Bình,100800.0
Đã bàn giao,50.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận Tân Phú,88000.0
Chưa bàn giao,68.0,2, Uranus,18.0,2, Chung cư, Giấy tờ khác,2,, Bắc, Nam,, Quận 7,93600.0
Chưa bàn giao,74.0,2,,17.0,2, Chung cư, Đang chờ sổ,,,,,, Quận 7,117640.0
Đã bàn giao,78.0,3,,,2, Chung cư,,,,,,, Quận Thủ Đức,72000.0
Chưa bàn giao,52.0,1,,,0, Chung cư,,,,,,, Quận 8,66000.0
Đã bàn giao,52.0,2,,,0, Chung cư, Đang chờ sổ,,,,,, Quận 12,64800.0
Chưa bàn giao,57.0,2,,,1, Chung cư,,,,,,, Quận 12,96000.0
Chưa bàn giao,58.0,2,,,2, Chung cư,,,,,,, Quận 12,76000.0
Đã bàn giao,65.0,2, A,11.0,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông Nam, Đông Nam,, Quận 10,152000.0
Đã bàn giao,90.0,3, B5,9.0,2, Chung cư, Đã có sổ,9.16, Nội thất đầy đủ,,,, Quận 4,140000.0
Đã bàn giao,83.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc,,, Quận 6,118000.0
Đã bàn giao,73.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,78000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,63.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Bình Tân,64000.0
Đã bàn giao,50.0,1,,,0, Chung cư,,,,,,, Quận Tân Phú,84000.0
Chưa bàn giao,48.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 12,80000.0
Đã bàn giao,36.0,1,,,1, Officetel,,,,,,, Quận Phú Nhuận,76800.0
Đã bàn giao,66.0,2,,,1, Chung cư,,,,,,, Quận 2,72000.0
Đã bàn giao,87.0,2,,,2, Chung cư,,,,,,, Quận 10,228000.0
Đã bàn giao,68.0,2,,,1, Chung cư,,,,,,, Quận Thủ Đức,104000.0
Đã bàn giao,69.0,2,,,2, Chung cư,,,,,,, Quận 9,86000.0
Đã bàn giao,69.0,2, B,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận 9,90000.0
Đã bàn giao,112.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận Bình Tân,114000.0
Chưa bàn giao,116.2,4, A2,,4, Duplex, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam, Căn góc, Quận 9,176480.0
Đã bàn giao,60.0,2,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 7,86000.0
Đã bàn giao,75.0,2,,,2, Chung cư,,,,,,, Quận Phú Nhuận,170800.0
Đã bàn giao,69.0,2, D1,12.0,2, Chung cư, Đang chờ sổ,2, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,, Quận 9,90800.0
Đã bàn giao,96.0,3,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận 2,196000.0
Đã bàn giao,58.0,1,,,1, Chung cư,,,,,,, Quận 9,67600.0
Đã bàn giao,65.0,3,,,2, Chung cư, Đã có sổ,,, Bắc, Nam,, Quận Bình Tân,84000.0
Chưa bàn giao,75.0,2,,,2, Chung cư,,,,,,, Quận Bình Tân,100000.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Đã bàn giao,97.6,3, D,6.0,2, Chung cư, Đã có sổ, D6.1, Nội thất cao cấp,,,, Quận 7,196000.0
Đã bàn giao,70.0,1, A,7.0,1, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Tân Bình,160000.0
Đã bàn giao,90.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận Thủ Đức,140000.0
Chưa bàn giao,42.0,1,,,1," Căn hộ dịch vụ, mini", Giấy tờ khác,, Nội thất đầy đủ,,, Căn góc, Quận Bình Tân,28800.0
Đã bàn giao,79.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Phú Nhuận,192000.0
Đã bàn giao,40.0,1,,,0, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Huyện Hóc Môn,12200.0
Đã bàn giao,53.0,1,,,1, Chung cư,,,,,,, Quận Tân Bình,116000.0
Đã bàn giao,77.0,2,,,2, Chung cư, Đã có sổ,,, Tây Bắc,,, Quận 8,132000.0
Đã bàn giao,66.0,2,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Bắc, Tây Nam,, Quận Bình Thạnh,112000.0
Chưa bàn giao,56.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,67200.0
Đã bàn giao,63.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,60000.0
Đã bàn giao,125.0,3, T7,20.0,2, Chung cư, Đang chờ sổ,, Bàn giao thô,,,, Quận 7,216000.0
Đã bàn giao,124.0,3,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,110000.0
Đã bàn giao,70.0,2,,,2, Chung cư,,,,,,, Huyện Nhà Bè,119200.0
Đã bàn giao,84.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Bình Thạnh,128000.0
Đã bàn giao,71.0,2,,,2, Chung cư,,,,,, Căn góc, Quận 7,152000.0
Chưa bàn giao,40.0,1,,,1," Căn hộ dịch vụ, mini", Giấy tờ khác,, Nội thất đầy đủ,,, Căn góc, Quận Bình Tân,31200.0
Đã bàn giao,70.0,2,,,2, Chung cư,,,,,,, Quận 9,100000.0
Đã bàn giao,50.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận Bình Tân,56000.0
Đã bàn giao,76.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông,,, Quận 7,160000.0
Chưa bàn giao,82.3,3,,,3, Chung cư,,, Hoàn thiện cơ bản,,,, Quận 2,180000.0
Đã bàn giao,53.0,2,,,1, Chung cư,,,, Tây Bắc, Đông Nam,, Quận Gò Vấp,92000.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Đã bàn giao,70.0,1, A,7.0,1, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Tân Bình,160000.0
Đã bàn giao,97.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc, Quận 6,142000.0
Đã bàn giao,61.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Huyện Nhà Bè,43600.0
Đã bàn giao,40.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Huyện Hóc Môn,14000.0
Đã bàn giao,65.0,2,,7.0,2, Chung cư, Đã có sổ,,,,,, Quận Gò Vấp,100000.0
Chưa bàn giao,40.0,1,,,1," Căn hộ dịch vụ, mini", Giấy tờ khác,, Nội thất đầy đủ,,, Căn góc, Quận Bình Tân,35600.0
Đã bàn giao,74.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 10,160000.0
Đã bàn giao,119.0,3,,,2, Chung cư,,,,,,, Quận 7,336000.0
Đã bàn giao,50.4,1,,,1, Chung cư, Đã có sổ,,,,,, Quận 6,52000.0
Chưa bàn giao,78.0,2,,,2, Chung cư,,,,,,, Huyện Nhà Bè,140000.0
Đã bàn giao,72.0,2,,,2, Chung cư,,,,,,, Quận Bình Thạnh,100000.0
Đã bàn giao,52.0,1,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Đông Bắc,, Quận Bình Thạnh,92800.0
Đã bàn giao,78.0,2, b,4.0,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc, Quận Tân Phú,82000.0
Đã bàn giao,73.0,2,,12.0,2, Chung cư, Giấy tờ khác,,,,,, Quận 9,84000.0
Đã bàn giao,60.0,1, a,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Bắc,,, Quận 6,74000.0
Chưa bàn giao,100.0,3,,,2, Duplex, Đang chờ sổ,,,,, Căn góc, Quận 8,127200.0
Đã bàn giao,37.0,1,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận 5,96000.0
Đã bàn giao,107.0,2, Iris,,2, Chung cư, Đã có sổ,,,,,, Quận 10,274000.0
Đã bàn giao,90.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 9,111600.0
Đã bàn giao,90.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 9,116000.0
Đã bàn giao,42.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận Tân Phú,30000.0
Đã bàn giao,58.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,64000.0
Đã bàn giao,95.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,212000.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,60000.0
Đã bàn giao,61.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Huyện Nhà Bè,43600.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Đã bàn giao,160.0,2, B,,2, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,, Quận 5,496000.0
Đã bàn giao,74.0,2, B3,,2, Chung cư,,,,,, Căn góc, Huyện Nhà Bè,84000.0
Đã bàn giao,51.0,1,,,1, Chung cư, Đang chờ sổ,,,,,, Quận 8,102000.0
Chưa bàn giao,53.0,1, Uranus,15.0,1, Chung cư, Giấy tờ khác,13, Hoàn thiện cơ bản, Đông, Tây,, Quận 7,70440.0
Chưa bàn giao,40.0,1,,,1, Chung cư,,,,,,, Quận Bình Tân,39200.0
Đã bàn giao,57.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 12,72000.0
Chưa bàn giao,101.0,3,,,2, Chung cư,,,,,,, Quận 5,280000.0
Đã bàn giao,79.0,2,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận 7,84000.0
Đã bàn giao,75.0,2,,,1, Chung cư,,,,,,, Quận 7,120000.0
Chưa bàn giao,92.0,3, D2 A,9.0,2, Chung cư, Giấy tờ khác,908,, Tây Bắc, Đông Bắc, Căn góc, Quận 8,132000.0
Đã bàn giao,76.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 7,152000.0
Đã bàn giao,42.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Tân Bình,48000.0
Đã bàn giao,70.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,104000.0
Chưa bàn giao,50.0,2, A,1.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Đông Nam, Tây Nam,, Quận Tân Bình,16000.0
Đã bàn giao,80.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận Bình Thạnh,144000.0
Đã bàn giao,90.0,3, B,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,,, Quận 9,116000.0
Đã bàn giao,91.0,3,,,2, Chung cư,,,,,,, Quận Tân Bình,188000.0
Chưa bàn giao,56.0,2,,,1, Chung cư,,,,,,, Quận Bình Tân,77600.0
Chưa bàn giao,55.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận 8,14000.0
Đã bàn giao,95.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,212000.0
